,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
3345,1988,1,19,2,631.0,630,738.0,740,PS,1440,,67.0,70.0,,-2.0,1.0,SFO,LAX,337.0,,,0,,0,,,,,,NO,YES
30446,2002,1,1,2,2025.0,2032,2125.0,2133,US,750,N524Aä,60.0,61.0,38.0,-8.0,-7.0,BWI,PIT,210.0,9.0,13.0,0,,0,,,,,,NO,NO
37698,2005,1,21,5,554.0,600,716.0,722,UA,596,N904UA,82.0,82.0,56.0,-6.0,-6.0,LAX,OAK,337.0,5.0,21.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
20240,1997,1,3,5,1304.0,1155,1443.0,1356,DL,723,N1402A,219.0,241.0,203.0,47.0,69.0,ATL,PHX,1587.0,3.0,13.0,0,,0,,,,,,YES,YES
8904,1991,1,25,5,1328.0,1330,1435.0,1425,US,129,,67.0,55.0,,10.0,-2.0,SYR,EWR,194.0,,,0,,0,,,,,,YES,NO
16045,1995,1,1,7,1145.0,1145,1434.0,1435,UA,1845,N916UA,109.0,110.0,81.0,-1.0,0.0,ORD,PHL,678.0,4.0,24.0,0,,0,,,,,,NO,NO
24839,1999,1,18,1,1847.0,1839,2155.0,2148,TW,108,N902TW,128.0,129.0,98.0,7.0,8.0,STL,PHL,813.0,6.0,24.0,0,,0,,,,,,YES,YES
21812,1997,1,22,3,1130.0,1125,1315.0,1313,UA,419,N586UA,105.0,108.0,84.0,2.0,5.0,DEN,PHX,602.0,3.0,18.0,0,,0,,,,,,YES,YES
779,1987,10,1,4,822.0,800,922.0,856,PS,1492,,60.0,56.0,,26.0,22.0,SNA,LAS,226.0,,,0,,0,,,,,,YES,YES
7827,1990,1,9,2,2243.0,2155,2349.0,2309,US,58,,66.0,74.0,,40.0,48.0,PIT,EWR,319.0,,,0,,0,,,,,,YES,YES
22302,1998,1,26,1,710.0,710,930.0,931,HP,2404,N157AW,80.0,81.0,60.0,-1.0,0.0,BUR,PHX,369.0,7.0,13.0,0,,0,,,,,,NO,NO
19268,1996,1,20,6,815.0,810,958.0,955,HP,55,N631AW,103.0,105.0,88.0,3.0,5.0,DEN,PHX,602.0,3.0,12.0,0,,0,,,,,,YES,YES
667,1987,10,28,3,814.0,815,936.0,932,PS,1489,,82.0,77.0,,4.0,-1.0,SNA,OAK,371.0,,,0,,0,,,,,,YES,NO
34907,2004,1,2,5,852.0,845,1028.0,1011,UA,483,N931UA,96.0,86.0,77.0,17.0,7.0,ORD,MSP,334.0,3.0,16.0,0,,0,0.0,0.0,13.0,0.0,4.0,YES,YES
229,1987,10,17,6,1759.0,1800,1900.0,1901,PS,1463,,61.0,61.0,,-1.0,-1.0,BUR,OAK,325.0,,,0,,0,,,,,,NO,NO
174,1987,10,16,5,1124.0,1120,1254.0,1250,PS,1459,,90.0,90.0,,4.0,4.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
25446,1999,1,19,2,1154.0,1158,1320.0,1314,HP,2634,N182AW,86.0,76.0,73.0,6.0,-4.0,ABQ,PHX,328.0,4.0,9.0,0,,0,,,,,,YES,NO
31994,2003,1,2,4,1706.0,1710,1824.0,1847,UA,1020,N561UA,78.0,97.0,59.0,-23.0,-4.0,IAD,BOS,413.0,7.0,12.0,0,,0,,,,,,NO,NO
11307,1992,1,9,4,1339.0,1340,1414.0,1415,US,80,,35.0,35.0,,-1.0,-1.0,TUS,PHX,110.0,,,0,,0,,,,,,NO,NO
39380,2006,1,11,3,935.0,935,1145.0,1153,US,273,N647AW,70.0,78.0,52.0,-8.0,0.0,SNA,PHX,338.0,8.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
23518,1998,1,3,6,,1435,,1623,UA,2763,UNKNOW,,108.0,,,,DEN,PHX,602.0,0.0,0.0,1,,0,,,,,,YES,YES
28671,2001,1,10,3,1903.0,1911,2131.0,2138,US,402,N861äâ,88.0,87.0,75.0,-7.0,-8.0,MEM,CLT,512.0,6.0,7.0,0,,0,,,,,,NO,NO
25426,1999,1,22,5,1445.0,1441,1558.0,1555,HP,2476,N332AW,73.0,74.0,62.0,3.0,4.0,ABQ,PHX,328.0,4.0,7.0,0,,0,,,,,,YES,YES
880,1987,10,23,5,2106.0,2030,2200.0,2123,PS,1496,,54.0,53.0,,37.0,36.0,SNA,LAS,226.0,,,0,,0,,,,,,YES,YES
19025,1996,1,25,4,647.0,650,852.0,832,HP,572,N138AW,125.0,102.0,105.0,20.0,-3.0,COS,PHX,551.0,4.0,16.0,0,,0,,,,,,YES,NO
28297,2001,1,30,2,1644.0,1546,1819.0,1741,US,387,N437äâ,95.0,115.0,60.0,38.0,58.0,LGA,PIT,335.0,8.0,27.0,0,,0,,,,,,YES,YES
11342,1992,1,14,2,,1105,,1147,US,81,,,42.0,,,,CLE,PIT,105.0,,,1,,0,,,,,,YES,YES
37751,2005,1,21,5,1237.0,1220,1501.0,1450,UA,598,N582UA,84.0,90.0,65.0,11.0,17.0,DEN,MCI,533.0,3.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
20063,1997,1,30,4,,1305,,1415,WN,1579,UNKNOW,,70.0,,,,ABQ,PHX,328.0,0.0,0.0,1,,0,,,,,,YES,YES
31001,2002,1,5,6,1406.0,1345,1523.0,1512,US,765,N514Aä,77.0,87.0,57.0,11.0,21.0,BOS,PHL,280.0,5.0,15.0,0,,0,,,,,,YES,YES
36409,2005,1,20,4,2048.0,2010,,2206,UA,557,N399UA,,116.0,,,38.0,DEN,BOI,649.0,0.0,9.0,0,,1,0.0,0.0,0.0,0.0,0.0,YES,YES
28916,2001,1,21,7,1432.0,1358,1605.0,1518,US,410,N341äâ,93.0,80.0,57.0,47.0,34.0,IAD,CLT,321.0,7.0,29.0,0,,0,,,,,,YES,YES
27029,2000,1,30,7,1206.0,1155,1500.0,1500,WN,157,N734,294.0,305.0,279.0,0.0,11.0,BWI,PHX,1999.0,8.0,7.0,0,,0,,,,,,NO,YES
31739,2002,1,3,4,1651.0,1655,1806.0,1802,US,799,N334äâ,75.0,67.0,52.0,4.0,-4.0,ATL,CLT,227.0,5.0,18.0,0,,0,,,,,,YES,NO
31534,2002,1,1,2,1330.0,1330,1427.0,1445,US,788,N708äæ,57.0,75.0,47.0,-18.0,0.0,PHL,BOS,280.0,6.0,4.0,0,,0,,,,,,NO,NO
1854,1987,10,12,1,629.0,630,727.0,723,PS,1546,,58.0,53.0,,4.0,-1.0,SJC,BUR,296.0,,,0,,0,,,,,,YES,NO
24629,1999,1,25,1,1045.0,1055,1333.0,1344,AA,1020,N715AA,228.0,229.0,209.0,-11.0,-10.0,SJU,PHL,1576.0,4.0,15.0,0,,0,,,,,,NO,NO
23744,1998,1,16,5,1545.0,0,1720.0,0,AA,49,N461AA,155.0,165.0,133.0,-5.0,5.0,DFW,PHX,868.0,4.0,18.0,0,,0,,,,,,NO,YES
21510,1997,1,22,3,2312.0,2030,115.0,2236,DL,647,N940DL,243.0,246.0,231.0,159.0,162.0,CVG,PHX,1569.0,3.0,9.0,0,,0,,,,,,YES,YES
6251,1990,1,18,4,1737.0,1740,2051.0,2047,US,32,,134.0,127.0,,4.0,-3.0,MSY,PIT,918.0,,,0,,0,,,,,,YES,NO
10049,1992,1,26,7,937.0,940,1108.0,1120,US,53,,271.0,280.0,,-12.0,-3.0,IND,LAX,1814.0,,,0,,0,,,,,,NO,NO
40459,2007,1,2,2,2028.0,1955,2242.0,2210,WN,179,N634SW,74.0,75.0,64.0,32.0,33.0,BNA,RDU,443.0,2.0,8.0,0,,0,6.0,0.0,0.0,0.0,26.0,YES,YES
33383,2003,1,8,3,657.0,700,946.0,953,UA,1074,N472UA,109.0,113.0,85.0,-7.0,-3.0,ORD,PHL,678.0,5.0,19.0,0,,0,,,,,,NO,NO
7008,1990,1,2,2,655.0,650,759.0,758,US,43,,64.0,68.0,,1.0,5.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
34674,2004,1,5,1,946.0,925,1101.0,1026,UA,479,N925UA,135.0,121.0,106.0,35.0,21.0,DFW,DEN,641.0,19.0,10.0,0,,0,21.0,0.0,14.0,0.0,0.0,YES,YES
36607,2005,1,20,4,716.0,719,900.0,859,UA,563,N330UA,164.0,160.0,138.0,1.0,-3.0,MHT,ORD,843.0,5.0,21.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
11124,1992,1,28,2,805.0,800,1609.0,1527,US,76,,304.0,267.0,,42.0,5.0,SAN,PIT,2106.0,,,0,,0,,,,,,YES,YES
12809,1993,1,10,7,2023.0,2010,2332.0,2232,US,87,,189.0,142.0,,60.0,13.0,PHL,JAX,742.0,,,0,,0,,,,,,YES,YES
31774,2002,1,7,1,1849.0,1855,1937.0,2003,US,799,N515Aä,108.0,128.0,90.0,-26.0,-6.0,CLT,STL,575.0,3.0,15.0,0,,0,,,,,,NO,NO
39895,2006,1,12,4,739.0,700,1252.0,1229,US,140,N105UW,193.0,209.0,179.0,23.0,39.0,DEN,PHL,1557.0,2.0,12.0,0,,0,23.0,0.0,0.0,0.0,0.0,YES,YES
17231,1995,1,20,5,1713.0,1710,1812.0,1807,US,758,N236US,59.0,57.0,46.0,5.0,3.0,RIC,PHL,198.0,4.0,9.0,0,,0,,,,,,YES,YES
8001,1991,1,6,7,1711.0,1705,1949.0,1944,US,112,,158.0,159.0,,5.0,6.0,TPA,SYR,1104.0,,,0,,0,,,,,,YES,YES
11264,1992,1,3,5,2047.0,2045,2231.0,2229,US,80,,104.0,104.0,,2.0,2.0,IND,LGA,659.0,,,0,,0,,,,,,YES,YES
42479,2008,1,3,4,1038.0,1010,1259.0,1230,WN,4,N674AA,81.0,80.0,63.0,29.0,28.0,MCI,IND,451.0,8.0,10.0,0,,0,3.0,0.0,1.0,0.0,25.0,YES,YES
33839,2003,1,12,7,1943.0,1945,2145.0,2143,UA,1086,N926UA,122.0,118.0,101.0,2.0,-2.0,SFO,SEA,679.0,7.0,14.0,0,,0,,,,,,YES,NO
32065,2003,1,17,5,1410.0,1400,2011.0,1952,UA,1022,N401UA,241.0,232.0,220.0,19.0,10.0,SAN,ORD,1723.0,12.0,9.0,0,,0,,,,,,YES,YES
86,1987,10,20,2,1705.0,1635,1808.0,1732,PS,1454,,63.0,57.0,,36.0,30.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
33728,2003,1,23,4,1826.0,1830,2106.0,2127,UA,1082,N306UA,100.0,117.0,81.0,-21.0,-4.0,DEN,DFW,641.0,3.0,16.0,0,,0,,,,,,NO,NO
26380,2000,1,26,3,1424.0,1415,1717.0,1705,WN,160,N643,233.0,230.0,218.0,12.0,9.0,BNA,PHX,1448.0,7.0,8.0,0,,0,,,,,,YES,YES
10542,1992,1,13,1,1311.0,1315,1410.0,1416,US,63,,59.0,61.0,,-6.0,-4.0,CLE,IND,261.0,,,0,,0,,,,,,NO,NO
13422,1993,1,10,7,1251.0,1240,1426.0,1356,US,99,,95.0,76.0,,30.0,11.0,PIT,IND,325.0,,,0,,0,,,,,,YES,YES
29173,2001,1,13,6,540.0,545,702.0,719,US,423,N718äæ,82.0,94.0,69.0,-17.0,-5.0,PHL,CLT,448.0,4.0,9.0,0,,0,,,,,,NO,NO
3751,1988,1,4,1,2019.0,2019,2125.0,2122,PS,1465,,66.0,63.0,,3.0,0.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,NO
36198,2005,1,2,7,835.0,835,1051.0,1052,UA,547,N449UA,196.0,197.0,177.0,-1.0,0.0,MIA,ORD,1197.0,6.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
21202,1997,1,19,7,1321.0,1325,1511.0,1545,HP,2261,N174AW,230.0,260.0,217.0,-34.0,-4.0,CMH,PHX,1671.0,4.0,9.0,0,,0,,,,,,NO,NO
34149,2004,1,16,5,1635.0,1640,1953.0,1952,UA,466,N823UA,138.0,132.0,123.0,1.0,-5.0,SMF,DEN,910.0,6.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
40579,2007,1,2,2,1752.0,1750,1854.0,1855,WN,1282,N678,62.0,65.0,49.0,-1.0,2.0,BWI,BDL,283.0,4.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
36036,2005,1,28,5,1706.0,1705,1843.0,1902,UA,543,N314UA,157.0,177.0,132.0,-19.0,1.0,BOS,ORD,867.0,4.0,21.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
31533,2002,1,31,4,1332.0,1335,1443.0,1444,US,786,N349äâ,71.0,69.0,48.0,-1.0,-3.0,PHL,ALB,212.0,4.0,19.0,0,,0,,,,,,NO,NO
16291,1995,1,5,4,1647.0,1645,1735.0,1742,US,2489,N981US,48.0,57.0,39.0,-7.0,2.0,ORF,PHL,211.0,5.0,4.0,0,,0,,,,,,NO,YES
36668,2005,1,1,6,1830.0,1745,2123.0,2053,UA,566,N932UA,113.0,128.0,89.0,30.0,45.0,ORD,ATL,606.0,5.0,19.0,0,,0,15.0,0.0,0.0,0.0,15.0,YES,YES
8205,1991,1,24,4,1629.0,1625,1721.0,1717,US,118,,52.0,52.0,,4.0,4.0,CLT,OAJ,191.0,,,0,,0,,,,,,YES,YES
42901,2008,1,3,4,1300.0,1210,1417.0,1340,WN,3316,N290WN,77.0,90.0,65.0,37.0,50.0,MHT,PHL,290.0,4.0,8.0,0,,0,4.0,0.0,0.0,0.0,33.0,YES,YES
22986,1998,1,17,6,1423.0,1211,1604.0,1355,HP,2870,N186AW,101.0,104.0,85.0,129.0,132.0,COS,PHX,551.0,6.0,10.0,0,,0,,,,,,YES,YES
20184,1997,1,9,4,1717.0,1550,1911.0,1747,DL,411,N621DL,234.0,237.0,218.0,84.0,87.0,ATL,PHX,1587.0,4.0,12.0,0,,0,,,,,,YES,YES
27529,2000,1,12,3,910.0,910,1126.0,1125,DL,1943,N900PC,256.0,255.0,225.0,1.0,0.0,CVG,PHX,1569.0,6.0,25.0,0,,0,,,,,,YES,NO
6321,1990,1,28,7,1750.0,1750,2031.0,2022,US,33,,341.0,332.0,,9.0,0.0,PIT,SFO,2254.0,,,0,,0,,,,,,YES,NO
43849,2008,1,3,4,1556.0,1540,1758.0,1745,WN,3402,N744SW,122.0,125.0,101.0,13.0,16.0,SEA,OAK,671.0,7.0,14.0,0,,0,,,,,,YES,YES
32392,2003,1,12,7,1312.0,1319,1342.0,1351,UA,1043,N393UA,90.0,92.0,74.0,-9.0,-7.0,OKC,DEN,495.0,6.0,10.0,0,,0,,,,,,NO,NO
10815,1992,1,5,7,1354.0,1355,1519.0,1517,US,68,,85.0,82.0,,2.0,-1.0,DAY,PHL,477.0,,,0,,0,,,,,,YES,NO
24614,1999,1,10,7,1148.0,1055,1422.0,1344,AA,1020,N712AA,214.0,229.0,196.0,38.0,53.0,SJU,PHL,1576.0,5.0,13.0,0,,0,,,,,,YES,YES
16560,1995,1,30,1,1321.0,1315,1421.0,1418,US,336,N517AU,60.0,63.0,41.0,3.0,6.0,PIT,PHL,267.0,6.0,13.0,0,,0,,,,,,YES,YES
12398,1993,1,31,7,659.0,700,731.0,743,US,75,,32.0,43.0,,-12.0,-1.0,GSO,CLT,83.0,,,0,,0,,,,,,NO,NO
34805,2004,1,12,1,1224.0,1230,1439.0,1449,UA,482,N389UA,75.0,79.0,62.0,-10.0,-6.0,DEN,OMA,472.0,4.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
27582,2000,1,5,3,840.0,840,1035.0,1041,HP,2472,N335AW,115.0,121.0,92.0,-6.0,0.0,DEN,PHX,602.0,13.0,10.0,0,,0,,,,,,NO,NO
1703,1987,10,18,7,1829.0,1830,1932.0,1928,PS,1532,,63.0,58.0,,4.0,-1.0,MRY,LAX,267.0,,,0,,0,,,,,,YES,NO
17301,1995,1,27,5,1946.0,1945,2035.0,2042,US,2600,N240AU,49.0,57.0,38.0,-7.0,1.0,RIC,PHL,198.0,5.0,6.0,0,,0,,,,,,NO,YES
42130,2008,1,3,4,1423.0,1420,1530.0,1525,WN,3917,N609SW,67.0,65.0,44.0,5.0,3.0,LAS,LAX,236.0,11.0,12.0,0,,0,,,,,,YES,YES
23415,1998,1,24,6,948.0,950,1127.0,1140,UA,2755,N391UA,99.0,110.0,87.0,-13.0,-2.0,DEN,PHX,602.0,2.0,10.0,0,,0,,,,,,NO,NO
4831,1989,1,4,3,1857.0,1845,1947.0,1945,UA,206,,50.0,60.0,,2.0,12.0,IAH,MSY,305.0,,,0,,0,,,,,,YES,YES
32463,2003,1,2,4,1538.0,1500,1834.0,1802,UA,1044,N949UA,116.0,122.0,93.0,32.0,38.0,ORD,ATL,606.0,11.0,12.0,0,,0,,,,,,YES,YES
14989,1994,1,21,5,2115.0,2015,2134.0,2043,US,251,,79.0,88.0,,51.0,60.0,PIT,MDW,402.0,,,0,,0,,,,,,YES,YES
21314,1997,1,7,2,1219.0,1214,1355.0,1352,HP,1241,N138AW,96.0,98.0,80.0,3.0,5.0,COS,PHX,551.0,5.0,11.0,0,,0,,,,,,YES,YES
18143,1996,1,26,5,,1640,,1841,HP,19,N913AW,,241.0,,,,ATL,PHX,1587.0,0.0,0.0,1,,0,,,,,,YES,YES
39295,2006,1,11,3,1918.0,1850,2105.0,2039,US,464,N419US,107.0,109.0,92.0,26.0,28.0,RSW,CLT,600.0,4.0,11.0,0,,0,0.0,0.0,0.0,0.0,26.0,YES,YES
25122,1999,1,4,1,,1220,,1444,US,380,UNKNOW,,144.0,,,,TPA,PHL,920.0,0.0,0.0,1,,0,,,,,,YES,YES
41051,2007,1,2,2,1030.0,1035,1221.0,1235,WN,303,N343,51.0,60.0,40.0,-14.0,-5.0,GEG,BOI,287.0,3.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
21358,1997,1,20,1,643.0,645,829.0,831,HP,2572,N189AW,106.0,106.0,91.0,-2.0,-2.0,COS,PHX,551.0,4.0,11.0,0,,0,,,,,,NO,NO
37702,2005,1,25,2,547.0,600,654.0,722,UA,596,N938UA,67.0,82.0,55.0,-28.0,-13.0,LAX,OAK,337.0,4.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
514,1987,10,22,4,1922.0,1845,2047.0,2005,PS,1480,,85.0,80.0,,42.0,37.0,SFO,SAN,447.0,,,0,,0,,,,,,YES,YES
39432,2006,1,12,4,126.0,115,832.0,845,US,841,N803AW,306.0,330.0,284.0,-13.0,11.0,ANC,PHX,2551.0,9.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
17695,1995,1,1,7,1819.0,1745,2054.0,2030,AA,1512,N061AA,215.0,225.0,203.0,24.0,34.0,SJU,PHL,1576.0,4.0,8.0,0,,0,,,,,,YES,YES
4988,1989,1,19,4,1547.0,1540,1755.0,1755,UA,209,,248.0,255.0,,0.0,7.0,ORD,PDX,1739.0,,,0,,0,,,,,,NO,YES
14472,1994,1,16,7,1433.0,1400,1535.0,1510,US,241,,62.0,70.0,,25.0,33.0,EWR,BOS,200.0,,,0,,0,,,,,,YES,YES
864,1987,10,4,7,2028.0,2030,2125.0,2123,PS,1496,,57.0,53.0,,2.0,-2.0,SNA,LAS,226.0,,,0,,0,,,,,,YES,NO
40865,2007,1,2,2,1152.0,1145,1243.0,1245,WN,18,N271,51.0,60.0,41.0,-2.0,7.0,DAL,LIT,296.0,2.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
32103,2003,1,12,7,1839.0,1840,2312.0,2327,UA,1026,N416UA,153.0,167.0,135.0,-15.0,-1.0,DEN,ATL,1199.0,4.0,14.0,0,,0,,,,,,NO,NO
15516,1994,1,30,7,2030.0,2030,2129.0,2141,US,265,,59.0,71.0,,-12.0,0.0,BUF,EWR,282.0,,,0,,0,,,,,,NO,NO
35469,2004,1,2,5,820.0,820,1005.0,920,UA,499,N570UA,165.0,120.0,101.0,45.0,0.0,IAD,ORD,589.0,6.0,58.0,0,,0,0.0,0.0,45.0,0.0,0.0,YES,NO
15153,1994,1,13,4,1833.0,1755,2047.0,1935,US,254,,134.0,100.0,,72.0,38.0,EWR,RDU,416.0,,,0,,0,,,,,,YES,YES
24503,1999,1,19,2,1217.0,1220,2002.0,2027,US,66,N622AU,285.0,307.0,268.0,-25.0,-3.0,SFO,PHL,2521.0,2.0,15.0,0,,0,,,,,,NO,NO
29146,2001,1,16,2,812.0,810,930.0,926,US,423,N747äæ,78.0,76.0,51.0,4.0,2.0,CLT,JAX,329.0,3.0,24.0,0,,0,,,,,,YES,YES
14792,1994,1,31,1,629.0,630,724.0,730,US,246,,55.0,60.0,,-6.0,-1.0,GSO,DCA,248.0,,,0,,0,,,,,,NO,NO
39750,2006,1,12,4,1133.0,1135,1331.0,1331,US,1052,N630AU,118.0,116.0,88.0,0.0,-2.0,CLT,RSW,600.0,6.0,24.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
26634,2000,1,9,7,651.0,651,913.0,908,HP,2433,N308AW,82.0,77.0,65.0,5.0,0.0,BUR,PHX,369.0,5.0,12.0,0,,0,,,,,,YES,NO
10337,1992,1,22,3,700.0,700,805.0,751,US,59,,65.0,51.0,,14.0,0.0,MDT,PIT,185.0,,,0,,0,,,,,,YES,NO
1776,1987,10,9,5,652.0,653,800.0,757,PS,1543,,68.0,64.0,,3.0,-1.0,BUR,SMF,358.0,,,0,,0,,,,,,YES,NO
26163,2000,1,26,3,626.0,627,755.0,754,HP,2632,N149AW,149.0,147.0,134.0,1.0,-1.0,AUS,PHX,872.0,7.0,8.0,0,,0,,,,,,YES,NO
18786,1996,1,30,2,948.0,855,1233.0,1127,CO,1611,N10323,285.0,272.0,272.0,66.0,53.0,CLE,PHX,1737.0,4.0,9.0,0,,0,,,,,,YES,YES
42887,2008,1,3,4,1206.0,1135,1511.0,1500,WN,976,N235WN,185.0,205.0,156.0,11.0,31.0,MHT,MCO,1142.0,21.0,8.0,0,,0,,,,,,YES,YES
28258,2001,1,16,2,1519.0,1520,1539.0,1545,US,385,N884äâ,80.0,85.0,63.0,-6.0,-1.0,CLT,BNA,329.0,3.0,14.0,0,,0,,,,,,NO,NO
10062,1992,1,10,5,714.0,715,848.0,903,US,54,,94.0,108.0,,-15.0,-1.0,ATL,PHL,665.0,,,0,,0,,,,,,NO,NO
13544,1993,1,9,6,1054.0,1050,1313.0,1258,US,103,,139.0,128.0,,15.0,4.0,LGA,GSP,610.0,,,0,,0,,,,,,YES,YES
41256,2007,1,2,2,1056.0,1055,1358.0,1410,WN,518,N757,182.0,195.0,173.0,-12.0,1.0,ISP,FLL,1093.0,3.0,6.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
38338,2006,1,11,3,1949.0,1945,2223.0,2110,US,2048,N737UW,154.0,85.0,68.0,73.0,4.0,DCA,BOS,399.0,3.0,83.0,0,,0,0.0,0.0,73.0,0.0,0.0,YES,YES
16935,1995,1,26,4,1228.0,1225,1332.0,1334,US,2181,N391US,64.0,69.0,53.0,-2.0,3.0,PVD,PHL,238.0,3.0,8.0,0,,0,,,,,,NO,YES
11180,1992,1,11,6,1803.0,1755,1853.0,1843,US,78,,50.0,48.0,,10.0,8.0,PIT,CMH,144.0,,,0,,0,,,,,,YES,YES
36611,2005,1,24,1,716.0,719,837.0,859,UA,563,N342UA,141.0,160.0,125.0,-22.0,-3.0,MHT,ORD,843.0,6.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
37324,2005,1,22,6,2339.0,2135,150.0,2345,UA,588,N417UA,71.0,70.0,50.0,125.0,124.0,ORD,CMH,296.0,7.0,14.0,0,,0,25.0,0.0,1.0,0.0,99.0,YES,YES
2427,1988,1,14,4,1723.0,1710,1840.0,1825,PI,953,,77.0,75.0,,15.0,13.0,JFK,BUF,301.0,,,0,,0,,,,,,YES,YES
38299,2006,1,11,3,1947.0,1935,2128.0,2126,US,962,N434US,101.0,111.0,86.0,2.0,12.0,CLT,SYR,603.0,3.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
8486,1991,1,17,4,716.0,705,812.0,803,US,123,,56.0,58.0,,9.0,11.0,LEX,PIT,289.0,,,0,,0,,,,,,YES,YES
22618,1998,1,13,2,1922.0,1920,2156.0,2152,CO,1605,N16648,274.0,272.0,255.0,4.0,2.0,CLE,PHX,1737.0,7.0,12.0,0,,0,,,,,,YES,YES
40113,2007,1,1,1,2119.0,2055,2227.0,2210,WN,687,N669SW,68.0,75.0,59.0,17.0,24.0,STL,TUL,351.0,3.0,6.0,0,,0,8.0,0.0,0.0,0.0,9.0,YES,YES
29312,2001,1,8,1,1052.0,1045,1150.0,1136,US,428,N395äâ,58.0,51.0,39.0,14.0,7.0,CLT,CHS,168.0,4.0,15.0,0,,0,,,,,,YES,YES
33108,2003,1,28,2,1006.0,1010,1435.0,1449,UA,1068,N820UA,149.0,159.0,133.0,-14.0,-4.0,DEN,DTW,1123.0,5.0,11.0,0,,0,,,,,,NO,NO
4090,1989,1,25,3,2031.0,2035,2106.0,2109,UA,184,,35.0,34.0,,-3.0,-4.0,LIH,HNL,102.0,,,0,,0,,,,,,NO,NO
7270,1990,1,1,1,1032.0,1020,1122.0,1118,US,47,,50.0,58.0,,4.0,12.0,PHL,ALB,212.0,,,0,,0,,,,,,YES,YES
9599,1991,1,28,1,905.0,905,1016.0,1024,US,143,,71.0,79.0,,-8.0,0.0,EWR,BUF,282.0,,,0,,0,,,,,,NO,NO
11871,1992,1,11,6,1354.0,1340,1623.0,1621,US,91,,149.0,161.0,,2.0,14.0,PHL,PBI,951.0,,,0,,0,,,,,,YES,YES
17674,1995,1,11,3,1120.0,1120,1411.0,1402,AA,1242,N897AA,231.0,222.0,212.0,9.0,0.0,SJU,PHL,1576.0,5.0,14.0,0,,0,,,,,,YES,NO
26484,2000,1,11,2,704.0,700,1110.0,1049,HP,2633,N652AW,366.0,349.0,332.0,21.0,4.0,BOS,PHX,2300.0,3.0,31.0,0,,0,,,,,,YES,YES
21817,1997,1,27,1,1133.0,1125,1330.0,1313,UA,419,N581UA,117.0,108.0,79.0,17.0,8.0,DEN,PHX,602.0,3.0,35.0,0,,0,,,,,,YES,YES
12404,1993,1,6,3,1633.0,1635,1731.0,1743,US,76,,58.0,68.0,,-12.0,-2.0,PIT,ALB,367.0,,,0,,0,,,,,,NO,NO
40352,2007,1,2,2,1323.0,1310,1430.0,1420,WN,770,N344,67.0,70.0,55.0,10.0,13.0,BDL,BWI,283.0,3.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
5873,1989,1,8,7,1610.0,1545,1745.0,1715,UA,235,,155.0,150.0,,30.0,25.0,ORD,DEN,888.0,,,0,,0,,,,,,YES,YES
32330,2003,1,30,4,918.0,924,1015.0,1030,UA,1037,N840UA,177.0,186.0,157.0,-15.0,-6.0,DTW,DEN,1123.0,6.0,14.0,0,,0,,,,,,NO,NO
27690,2000,1,3,1,1258.0,1258,1435.0,1453,HP,2733,N311AW,97.0,115.0,79.0,-18.0,0.0,DEN,PHX,602.0,6.0,12.0,0,,0,,,,,,NO,NO
33501,2003,1,8,3,1556.0,1600,1721.0,1721,UA,1077,N919UA,85.0,81.0,71.0,0.0,-4.0,SFO,SAN,447.0,4.0,10.0,0,,0,,,,,,NO,NO
8115,1991,1,31,4,1412.0,1405,1515.0,1515,US,115,,63.0,70.0,,0.0,7.0,BUF,JFK,301.0,,,0,,0,,,,,,NO,YES
