Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
2007,1,2,2,1356,1315,1538,1510,WN,999,N441,102,115,89,28,41,AUS,BNA,756,5,8,0,,0,1,0,0,0,27,YES,YES
1989,1,19,4,734,630,1029,915,UA,216,,115,105,,74,64,DEN,DFW,641,,,0,,0,,,,,,YES,YES
1997,1,19,7,1331,1330,1500,1512,UA,1403,N7463U,89,102,77,-12,1,DEN,PHX,602,3,9,0,,0,,,,,,NO,YES
1998,1,20,2,1133,1135,1328,1327,HP,2024,N157AW,115,112,93,1,-2,DEN,PHX,602,10,12,0,,0,,,,,,YES,NO
2002,1,31,4,956,1000,1136,1127,US,774,N335äâ,100,87,78,9,-4,CLE,CLT,430,6,16,0,,0,,,,,,YES,NO
1992,1,8,3,824,825,1021,1026,US,87,,117,121,,-5,-1,LGA,CLT,544,,,0,,0,,,,,,NO,NO
1999,1,28,4,1519,1500,1646,1602,US,347,N928VJ,87,62,56,44,19,SYR,PHL,228,9,22,0,,0,,,,,,YES,YES
2003,1,3,5,801,805,954,957,UA,1087,N534UA,233,232,211,-3,-4,TPA,DEN,1506,5,17,0,,0,,,,,,NO,NO
2005,1,15,6,943,925,1036,1022,UA,583,N514UA,113,117,93,14,18,DFW,DEN,641,4,16,0,,0,0,0,0,0,0,YES,YES
1997,1,15,3,1134,1122,1349,1332,HP,2657,N915AW,255,250,236,17,12,CMH,PHX,1671,7,12,0,,0,,,,,,YES,YES
2008,1,3,4,1117,1050,1330,1330,WN,2465,N431WN,133,160,119,0,27,LAS,SEA,866,7,7,0,,0,,,,,,NO,YES
1996,1,25,4,1740,1740,1955,1955,WN,1704,N337,75,75,64,0,0,BUR,PHX,369,3,8,0,,0,,,,,,NO,NO
1992,1,9,4,1241,1240,1406,1414,US,74,,85,94,,-8,1,CLE,BOS,563,,,0,,0,,,,,,NO,YES
1996,1,25,4,2207,2120,2350,2259,HP,415,N326AW,103,99,86,51,47,COS,PHX,551,4,13,0,,0,,,,,,YES,YES
2007,1,2,2,1609,1610,1710,1715,WN,1307,N416,61,65,48,-5,-1,BUR,SJC,296,2,11,0,,0,0,0,0,0,0,NO,NO
2000,1,2,7,1924,1925,2206,2154,CO,1907,N16713,282,269,263,12,-1,CLE,PHX,1737,7,12,0,,0,,,,,,YES,NO
2005,1,17,1,919,925,1043,1022,UA,583,N567UA,144,117,94,21,-6,DFW,DEN,641,39,11,0,,0,0,0,21,0,0,YES,NO
2004,1,2,5,1023,1020,1217,1219,UA,500,N395UA,54,59,33,-2,3,ORD,IND,177,7,14,0,,0,0,0,0,0,0,NO,YES
2008,1,3,4,,955,,1110,WN,2109,,,75,,,,OAK,ONT,361,,,1,A,0,,,,,,YES,YES
2003,1,12,7,1103,1115,1213,1228,UA,1028,N938UA,70,73,49,-15,-12,STL,ORD,258,3,18,0,,0,,,,,,NO,NO
2004,1,29,4,638,640,1246,1230,UA,468,N411UA,248,230,222,16,-2,SAN,ORD,1723,7,19,0,,0,0,0,16,0,0,YES,NO
2003,1,8,3,1256,1300,1411,1414,UA,1081,N844UA,135,134,119,-3,-4,PHL,ORD,678,6,10,0,,0,,,,,,NO,NO
1995,1,17,2,1838,1840,2109,2115,US,2298,N801US,151,155,134,-6,-2,RSW,PHL,992,6,11,0,,0,,,,,,NO,NO
1997,1,31,5,657,700,836,847,UA,1267,N323UA,99,107,83,-11,-3,DEN,PHX,602,3,13,0,,0,,,,,,NO,NO
1990,1,13,6,1207,1210,1347,1347,US,51,,100,97,,0,-3,PVD,PIT,467,,,0,,0,,,,,,NO,NO
1989,1,24,2,1323,1325,2017,2005,UA,188,,294,280,,12,-2,OGG,SFO,2338,,,0,,0,,,,,,YES,NO
2006,1,11,3,1755,1800,1908,1910,US,2185,N737UW,73,70,55,-2,-5,LGA,DCA,214,5,13,0,,0,0,0,0,0,0,NO,NO
1992,1,14,2,,1105,,1147,US,81,,,42,,,,CLE,PIT,105,,,1,,0,,,,,,YES,YES
2006,1,12,4,1242,1240,1412,1419,US,356,N406US,90,99,72,-7,2,CLT,TPA,508,3,15,0,,0,0,0,0,0,0,NO,YES
1988,1,13,3,1708,1710,1826,1825,PI,953,,78,75,,1,-2,JFK,BUF,301,,,0,,0,,,,,,YES,NO
1992,1,8,3,715,715,906,903,US,54,,111,108,,3,0,ATL,PHL,665,,,0,,0,,,,,,YES,NO
2000,1,23,7,920,920,1124,1135,WN,1339,N730,64,75,56,-11,0,BUR,PHX,369,2,6,0,,0,,,,,,NO,NO
1987,10,31,6,704,700,828,812,PS,1504,,84,72,,16,4,SFO,LAX,337,,,0,,0,,,,,,YES,YES
2002,1,23,3,1605,1600,1806,1755,US,765,N518Aä,121,115,96,11,5,PHL,DTW,453,13,12,0,,0,,,,,,YES,YES
1987,10,12,1,2021,2016,2139,2132,PS,1486,,78,76,,7,5,OAK,SAN,446,,,0,,0,,,,,,YES,YES
1998,1,21,3,2041,2035,2246,2243,DL,647,N914DE,245,248,223,3,6,CVG,PHX,1569,5,17,0,,0,,,,,,YES,YES
1995,1,28,6,1515,1515,1619,1631,US,868,N865US,64,76,53,-12,0,PVD,PHL,238,7,4,0,,0,,,,,,NO,NO
1992,1,1,3,1220,1220,1505,1459,US,66,,105,99,,6,0,DSM,PIT,704,,,0,,0,,,,,,YES,NO
1992,1,5,7,946,945,1133,1123,US,53,,287,278,,10,1,IND,LAX,1814,,,0,,0,,,,,,YES,YES
2006,1,11,3,1139,1140,1347,1341,US,431,N406US,128,121,100,6,-1,CLT,MIA,650,3,25,0,,0,0,0,0,0,0,YES,NO
1991,1,17,4,1200,1200,1318,1300,US,132,,78,60,,18,0,EWR,BOS,200,,,0,,0,,,,,,YES,NO
2006,1,11,3,1117,1121,1135,1154,US,27,N303AW,78,93,56,-19,-4,PHX,LAX,370,7,15,0,,0,0,0,0,0,0,NO,NO
2007,1,2,2,1513,1450,1756,1800,WN,770,N782,283,310,267,-4,23,BWI,PHX,1999,4,12,0,,0,0,0,0,0,0,NO,YES
1992,1,30,4,1104,1105,1137,1147,US,81,,33,42,,-10,-1,CLE,PIT,105,,,0,,0,,,,,,NO,NO
1991,1,6,7,1958,1955,2233,2233,US,136,,155,158,,0,3,BWI,PBI,883,,,0,,0,,,,,,NO,YES
1997,1,5,7,941,935,1136,1121,UA,1653,N7294U,115,106,99,15,6,DEN,PHX,602,3,13,0,,0,,,,,,YES,YES
1990,1,15,1,1331,1330,1541,1543,US,36,,130,133,,-2,1,MCO,PIT,834,,,0,,0,,,,,,NO,YES
1994,1,2,7,1452,1450,1556,1546,US,279,,64,56,,10,2,SYR,EWR,194,,,0,,0,,,,,,YES,YES
2000,1,25,2,1335,1250,1548,1505,WN,1067,N673,73,75,58,43,45,BUR,PHX,369,8,7,0,,0,,,,,,YES,YES
1989,1,21,6,1344,1345,2055,2052,UA,190,,311,307,,3,-1,HNL,LAX,2556,,,0,,0,,,,,,YES,NO
2008,1,3,4,2332,2115,216,30,WN,3680,N606SW,164,195,155,106,137,MHT,MCO,1142,3,6,0,,0,0,0,0,0,106,YES,YES
2005,1,5,3,624,620,1039,949,UA,592,N343UA,195,149,130,50,4,SJC,DEN,948,38,27,0,,0,0,0,50,0,0,YES,YES
1989,1,2,1,1859,1905,1930,1934,UA,199,,31,29,,-4,-6,KOA,OGG,84,,,0,,0,,,,,,NO,NO
1989,1,10,2,1631,1630,1809,1800,UA,237,,158,150,,9,1,ORD,DEN,888,,,0,,0,,,,,,YES,YES
1988,1,9,6,840,840,952,954,PS,1470,,72,74,,-2,0,OAK,SAN,446,,,0,,0,,,,,,NO,NO
1989,1,22,7,1216,1155,1333,1313,UA,224,,77,78,,20,21,OMA,ORD,416,,,0,,0,,,,,,YES,YES
1992,1,13,1,907,905,1144,1126,US,61,,157,141,,18,2,BWI,MCO,787,,,0,,0,,,,,,YES,YES
1995,1,19,4,1453,1455,1719,1726,US,1030,N531AU,146,151,133,-7,-2,RSW,PHL,992,7,6,0,,0,,,,,,NO,NO
2002,1,4,5,1328,1330,1440,1445,US,788,N120äæ,72,75,52,-5,-2,PHL,BOS,280,6,14,0,,0,,,,,,NO,NO
1989,1,19,4,1508,1325,2152,2005,UA,188,,284,280,,107,103,OGG,SFO,2338,,,0,,0,,,,,,YES,YES
1994,1,17,1,1254,1230,1429,1350,US,272,,155,140,,39,24,PIT,MCI,773,,,0,,0,,,,,,YES,YES
1987,10,22,4,958,953,1124,1106,PS,1490,,86,73,,18,5,OAK,SNA,371,,,0,,0,,,,,,YES,YES
1999,1,14,4,,615,,717,US,1956,UNKNOW,,62,,,,SYR,PHL,228,0,0,1,,0,,,,,,YES,YES
1990,1,31,3,958,945,1210,1215,US,31,,312,330,,-5,13,PIT,SFO,2254,,,0,,0,,,,,,NO,YES
1987,10,27,2,932,930,1033,1035,PS,1459,,61,65,,-2,2,LAX,SFO,337,,,0,,0,,,,,,NO,YES
1994,1,12,3,1451,1450,1557,1550,US,279,,66,60,,7,1,SYR,EWR,194,,,0,,0,,,,,,YES,YES
1993,1,16,6,1300,1300,1333,1357,US,89,,93,117,,-24,0,PIT,STL,553,,,0,,0,,,,,,NO,NO
2008,1,3,4,1042,1040,1141,1145,WN,1916,N357SW,59,65,51,-4,2,OKC,MCI,313,3,5,0,,0,,,,,,NO,YES
1992,1,26,7,857,855,1152,1142,US,59,,175,167,,10,2,PIT,FLL,994,,,0,,0,,,,,,YES,YES
1989,1,2,1,717,715,1010,1033,UA,220,,113,138,,-23,2,DEN,ORD,888,,,0,,0,,,,,,NO,YES
1988,1,2,6,1047,1046,1149,1147,PS,1417,,62,61,,2,1,LAX,SJC,308,,,0,,0,,,,,,YES,YES
1993,1,11,1,708,700,759,743,US,75,,51,43,,16,8,GSO,CLT,83,,,0,,0,,,,,,YES,YES
2003,1,18,6,1452,1445,1614,1610,UA,1027,N317UA,82,85,59,4,7,ORD,MSP,334,2,21,0,,0,,,,,,YES,YES
1993,1,5,2,1108,1110,1207,1156,US,89,,59,46,,11,-2,CRW,PIT,164,,,0,,0,,,,,,YES,NO
1996,1,14,7,1008,1010,1222,1227,HP,221,N306AW,74,77,60,-5,-2,BUR,PHX,369,5,9,0,,0,,,,,,NO,NO
1988,1,27,3,1157,1155,1253,1252,PS,1467,,56,57,,1,2,LAS,SAN,258,,,0,,0,,,,,,YES,YES
1989,1,24,2,1149,1140,1507,1521,UA,193,,318,341,,-14,9,LAX,HNL,2556,,,0,,0,,,,,,NO,YES
2004,1,10,6,829,840,1028,1031,UA,491,N903UA,179,171,162,-3,-11,MSY,DEN,1062,7,10,0,,0,0,0,0,0,0,NO,NO
2003,1,18,6,1619,1625,1702,1725,UA,1051,N921UA,103,120,90,-23,-6,PHX,SFO,651,3,10,0,,0,,,,,,NO,NO
1997,1,3,5,1304,1155,1443,1356,DL,723,N1402A,219,241,203,47,69,ATL,PHX,1587,3,13,0,,0,,,,,,YES,YES
2001,1,21,7,1404,1400,1459,1459,US,419,N587äâ,55,59,38,0,4,PIT,AVP,243,5,12,0,,0,,,,,,NO,YES
1997,1,27,1,1056,945,1450,1323,HP,2082,N642AW,354,338,333,87,71,BOS,PHX,2300,8,13,0,,0,,,,,,YES,YES
1993,1,13,3,1829,1810,2010,2003,US,95,,101,113,,7,19,PIT,ATL,526,,,0,,0,,,,,,YES,YES
1993,1,8,5,1803,1715,2124,2057,US,72,,141,162,,27,48,DFW,PIT,1068,,,0,,0,,,,,,YES,YES
1998,1,18,7,805,805,1050,1110,WN,440,N311,225,245,216,-20,0,BNA,PHX,1448,2,7,0,,0,,,,,,NO,NO
1988,1,17,7,850,850,957,955,PS,1443,,67,65,,2,0,BUR,SJC,296,,,0,,0,,,,,,YES,NO
1993,1,17,7,849,845,1221,1147,US,73,,392,362,,34,4,BWI,SFO,2457,,,0,,0,,,,,,YES,YES
2004,1,12,1,1127,1125,1247,1247,UA,491,N952UA,140,142,120,0,2,DEN,GEG,836,4,16,0,,0,0,0,0,0,0,NO,YES
1993,1,10,7,2251,2230,2352,2331,US,106,,61,61,,21,21,LAS,LAX,236,,,0,,0,,,,,,YES,YES
2007,1,2,2,718,720,804,805,WN,10,N328SW,46,45,33,-1,-2,CRP,HOU,187,7,6,0,,0,0,0,0,0,0,NO,NO
1997,1,28,2,925,925,1140,1140,WN,420,N336,75,75,64,0,0,BUR,PHX,369,4,7,0,,0,,,,,,NO,NO
1987,10,11,7,2231,2230,2347,2342,PS,1482,,76,72,,5,1,OAK,SAN,446,,,0,,0,,,,,,YES,YES
1990,1,8,1,1024,945,1215,1213,US,39,,291,328,,2,39,PIT,SAN,2106,,,0,,0,,,,,,YES,YES
1987,10,13,2,1101,1100,1228,1205,PS,1525,,87,65,,23,1,LAX,SFO,337,,,0,,0,,,,,,YES,YES
1992,1,21,2,1645,1645,1850,1906,US,67,,185,201,,-16,0,LGA,MCI,1107,,,0,,0,,,,,,NO,NO
2006,1,11,3,2005,1955,2109,2101,US,4,N443US,64,66,44,8,10,PHL,ALB,212,3,17,0,,0,0,0,0,0,0,YES,YES
2002,1,30,3,2008,2010,2125,2132,US,753,N418äâ,77,82,56,-7,-2,BWI,CLT,361,11,10,0,,0,,,,,,NO,NO
2005,1,27,4,1936,1922,2203,2153,UA,600,N932UA,87,91,73,10,14,DEN,TUL,541,4,10,0,,0,0,0,0,0,0,YES,YES
1995,1,17,2,649,650,742,749,US,243,N888AU,53,59,40,-7,-1,ORF,PHL,211,3,10,0,,0,,,,,,NO,NO
2008,1,3,4,2146,2050,2251,2155,WN,3589,N601WN,65,65,51,56,56,OAK,BUR,325,2,12,0,,0,13,0,0,0,43,YES,YES
1995,1,10,2,634,630,920,920,US,594,N263AU,106,110,83,0,4,ORD,PHL,678,12,11,0,,0,,,,,,NO,YES
1991,1,24,4,1201,1200,1321,1313,US,144,,80,73,,8,1,LAX,SFO,337,,,0,,0,,,,,,YES,YES
1992,1,30,4,715,715,856,903,US,54,,101,108,,-7,0,ATL,PHL,665,,,0,,0,,,,,,NO,NO
2001,1,1,1,1650,1653,1829,1836,US,407,N531Aä,99,103,83,-7,-3,CMH,LGA,478,4,12,0,,0,,,,,,NO,NO
2007,1,2,2,1544,1530,1650,1645,WN,165,N718SW,66,75,56,5,14,LAX,OAK,337,5,5,0,,0,0,0,0,0,0,YES,YES
2005,1,1,6,739,745,831,855,UA,589,N913UA,112,130,90,-24,-6,ATL,ORD,606,9,13,0,,0,0,0,0,0,0,NO,NO
1998,1,25,7,1634,1638,1824,1846,HP,2031,N915AW,230,248,221,-22,-4,CMH,PHX,1671,3,6,0,,0,,,,,,NO,NO
2006,1,12,4,1608,1610,1700,1706,US,479,N334US,52,56,30,-6,-2,CLT,CHS,168,4,18,0,,0,0,0,0,0,0,NO,NO
2001,1,26,5,1041,1045,1130,1136,US,428,N588äâ,49,51,27,-6,-4,CLT,CHS,168,4,18,0,,0,,,,,,NO,NO
1989,1,17,2,2058,2100,2218,2214,UA,188,,80,74,,4,-2,SFO,LAX,337,,,0,,0,,,,,,YES,NO
1991,1,2,3,1323,1325,1354,1355,US,130,,91,90,,-1,-2,PIT,MDW,402,,,0,,0,,,,,,NO,NO
2004,1,30,5,2001,2001,2121,2114,UA,475,N924UA,140,133,125,7,0,DEN,ONT,819,2,13,0,,0,0,0,0,0,0,YES,NO
2002,1,20,7,938,940,1042,1041,US,798,N180äæ,64,61,44,1,-2,BWI,PIT,210,8,12,0,,0,,,,,,YES,NO
1991,1,14,1,1001,1000,1111,1117,US,132,,70,77,,-6,1,ORF,EWR,284,,,0,,0,,,,,,NO,YES
2008,1,3,4,1734,1720,1857,1835,WN,3852,N654SW,83,75,69,22,14,ONT,OAK,361,4,10,0,,0,0,0,8,0,14,YES,YES
1991,1,22,2,1000,1000,1109,1117,US,132,,69,77,,-8,0,ORF,EWR,284,,,0,,0,,,,,,NO,NO
1992,1,10,5,1059,1100,1223,1237,US,63,,84,97,,-14,-1,LGA,CLE,418,,,0,,0,,,,,,NO,NO
1997,1,10,5,904,905,1126,1139,CO,1611,N14337,262,274,233,-13,-1,CLE,PHX,1737,5,24,0,,0,,,,,,NO,NO
2008,1,3,4,924,920,1209,1210,WN,71,N312SW,105,110,84,-1,4,LAS,BOI,520,3,18,0,,0,,,,,,NO,YES
1987,10,9,5,1502,1450,1625,1603,PS,1481,,83,73,,22,12,SNA,OAK,371,,,0,,0,,,,,,YES,YES
2000,1,21,5,1830,1830,2200,2130,WN,161,N728,330,300,307,30,0,BWI,PHX,1999,10,13,0,,0,,,,,,YES,NO
1989,1,6,5,1238,1155,1350,1313,UA,224,,72,78,,37,43,OMA,ORD,416,,,0,,0,,,,,,YES,YES
1996,1,18,4,1630,1550,1851,1745,DL,411,N543DA,261,235,232,66,40,ATL,PHX,1587,6,23,0,,0,,,,,,YES,YES
2000,1,27,4,605,600,805,754,HP,2620,N182AW,120,114,97,11,5,DEN,PHX,602,4,19,0,,0,,,,,,YES,YES
2000,1,4,2,1915,1915,2146,2130,HP,2192,N806AW,271,255,230,16,0,CMH,PHX,1671,20,21,0,,0,,,,,,YES,NO
2001,1,10,3,1912,1915,1952,2003,US,397,-N927å,40,48,30,-11,-3,CRW,PIT,164,6,4,0,,0,,,,,,NO,NO
1998,1,10,6,1512,1435,1702,1623,UA,2763,N382UA,110,108,96,39,37,DEN,PHX,602,3,11,0,,0,,,,,,YES,YES
2007,1,2,2,1846,1840,1943,1935,WN,56,N506,57,55,45,8,6,HRL,HOU,276,6,6,0,,0,0,0,0,0,0,YES,YES
2008,1,3,4,1931,1910,2155,2145,WN,3567,N443WN,144,155,133,10,21,MCO,BUF,1011,3,8,0,,0,,,,,,YES,YES
1997,1,25,6,1625,1625,1827,1825,DL,847,N489DA,242,240,226,2,0,CVG,PHX,1569,3,13,0,,0,,,,,,YES,NO
2007,1,2,2,2020,1955,2219,2150,WN,227,N673,59,55,44,29,25,ABQ,AMA,277,6,9,0,,0,18,0,4,0,7,YES,YES
1991,1,21,1,1450,1450,1601,1554,US,133,,71,64,,7,0,BUF,EWR,282,,,0,,0,,,,,,YES,NO
1996,1,21,7,1528,1510,1740,1725,WN,506,N89,72,75,58,15,18,BUR,PHX,369,4,10,0,,0,,,,,,YES,YES
2007,1,2,2,1105,1105,1210,1215,WN,340,N200WN,65,70,51,-5,0,ISP,BWI,220,5,9,0,,0,0,0,0,0,0,NO,NO
1997,1,30,4,1135,1135,1320,1326,HP,2024,N184AW,105,111,90,-6,0,DEN,PHX,602,5,10,0,,0,,,,,,NO,NO
2002,1,19,6,1629,1630,1755,1804,US,784,N629Aä,86,94,69,-9,-1,TPA,CLT,508,5,12,0,,0,,,,,,NO,NO
2005,1,23,7,803,805,953,1020,UA,601,N468UA,230,255,212,-27,-2,ORD,SAN,1723,2,16,0,,0,0,0,0,0,0,NO,NO
2001,1,20,6,1807,1810,1944,1934,US,375,N701äæ,97,84,66,10,-3,BWI,CLT,361,4,27,0,,0,,,,,,YES,NO
1989,1,11,3,1341,1155,1451,1313,UA,224,,70,78,,98,106,OMA,ORD,416,,,0,,0,,,,,,YES,YES
1998,1,26,1,830,830,1026,1054,HP,860,N169AW,236,264,223,-28,0,CMH,PHX,1671,6,7,0,,0,,,,,,NO,NO
2003,1,4,6,906,905,1300,1259,UA,1088,N642UA,174,174,150,1,1,ORD,MIA,1197,5,19,0,,0,,,,,,YES,YES
1992,1,24,5,1031,1025,1227,1244,US,85,,116,139,,-17,6,LGA,IND,659,,,0,,0,,,,,,NO,YES
1992,1,4,6,819,810,1545,1540,US,82,,266,270,,5,9,LAX,PIT,2136,,,0,,0,,,,,,YES,YES
1989,1,23,1,1540,1540,2254,2241,UA,196,,314,301,,13,0,HNL,LAX,2556,,,0,,0,,,,,,YES,NO
2004,1,20,2,956,1000,1107,1114,UA,496,N919UA,71,74,51,-7,-4,MSP,ORD,334,6,14,0,,0,0,0,0,0,0,NO,NO
1996,1,10,3,1510,1512,1726,1730,HP,460,N174AW,76,78,62,-4,-2,BUR,PHX,369,7,7,0,,0,,,,,,NO,NO
2003,1,10,5,1408,1400,1547,1539,UA,1021,N567UA,99,99,77,8,8,BOS,IAD,413,6,16,0,,0,,,,,,YES,YES
1992,1,31,5,740,740,839,843,US,77,,59,63,,-4,0,PIT,DTW,201,,,0,,0,,,,,,NO,NO
1999,1,29,5,1711,1655,2034,2009,US,2134,N781AU,263,254,241,25,16,STX,PHL,1650,7,15,0,,0,,,,,,YES,YES
2008,1,3,4,617,615,652,650,WN,11,N689SW,95,95,70,2,2,IND,MCI,451,6,19,0,,0,,,,,,YES,YES
1996,1,6,6,901,848,1110,1055,HP,860,N625AW,249,247,233,15,13,CMH,PHX,1671,2,14,0,,0,,,,,,YES,YES
1988,1,23,6,2010,2010,2136,2123,PS,1432,,86,73,,13,0,OAK,LAX,337,,,0,,0,,,,,,YES,NO
2007,1,2,2,903,905,953,1005,WN,639,N331,50,60,41,-12,-2,DAL,SAT,248,3,6,0,,0,0,0,0,0,0,NO,NO
1991,1,14,1,1431,1430,1645,1645,US,121,,134,135,,0,1,PIT,TPA,873,,,0,,0,,,,,,NO,YES
1995,1,18,3,1947,1945,2043,2042,US,2600,N244US,56,57,33,1,2,RIC,PHL,198,14,9,0,,0,,,,,,YES,YES
1991,1,28,1,1744,1745,1922,1925,US,124,,98,100,,-3,-1,CLT,EWR,529,,,0,,0,,,,,,NO,NO
2003,1,11,6,656,700,754,759,UA,1075,N408UA,118,119,101,-5,-4,PHX,SFO,651,5,12,0,,0,,,,,,NO,NO
1994,1,15,6,635,630,731,730,US,246,,56,60,,1,5,GSO,DCA,248,,,0,,0,,,,,,YES,YES
2001,1,1,1,2106,2055,2214,2222,US,399,N800äâ,128,147,104,-8,11,PIT,MCI,773,8,16,0,,0,,,,,,NO,YES
1991,1,18,5,1506,1505,1705,1657,US,129,,119,112,,8,1,EWR,CLT,529,,,0,,0,,,,,,YES,YES
1998,1,6,2,824,828,1050,1055,HP,2606,N316AW,266,267,237,-5,-4,CLE,PHX,1737,10,19,0,,0,,,,,,NO,NO
1989,1,12,4,1830,1830,2146,2145,UA,238,,136,135,,1,0,DEN,ORD,888,,,0,,0,,,,,,YES,NO
2008,1,3,4,1433,1440,1623,1625,WN,1331,N714CB,110,105,95,-2,-7,JAX,BWI,663,2,13,0,,0,,,,,,NO,NO
1995,1,30,1,804,804,1130,1113,TW,430,N984Z,146,129,109,17,0,STL,PHL,813,3,34,0,,0,,,,,,YES,NO
1996,1,30,2,1710,1710,1830,1830,WN,844,N87,140,140,130,0,0,AUS,PHX,872,4,6,0,,0,,,,,,NO,NO
2007,1,2,2,1536,1535,1635,1635,WN,43,N392SW,59,60,47,0,1,MAF,DAL,319,3,9,0,,0,0,0,0,0,0,NO,YES
1994,1,8,6,1610,1530,1815,1801,US,236,,125,151,,14,40,MCO,LGA,950,,,0,,0,,,,,,YES,YES
2007,1,2,2,1634,1630,1721,1720,WN,278,N677AA,47,50,31,1,4,BWI,ORF,159,3,13,0,,0,0,0,0,0,0,YES,YES
2001,1,28,7,1615,1620,1735,1748,US,438,N738äæ,80,88,60,-13,-5,PIT,CLT,366,6,14,0,,0,,,,,,NO,NO
2006,1,11,3,1914,1920,2239,2233,US,221,N174AW,145,133,124,6,-6,PHX,AUS,872,5,16,0,,0,0,0,0,0,0,YES,NO
2003,1,30,4,655,700,811,759,UA,1075,N410UA,136,119,115,12,-5,PHX,SFO,651,6,15,0,,0,,,,,,YES,NO
1991,1,15,2,930,930,1000,1000,US,119,,90,90,,0,0,IND,MCI,451,,,0,,0,,,,,,NO,NO
1996,1,19,5,815,815,1127,1105,WN,440,N606,252,230,222,22,0,BNA,PHX,1448,3,27,0,,0,,,,,,YES,NO
1990,1,6,6,1442,1435,1652,1645,US,51,,130,130,,7,7,PIT,MCO,834,,,0,,0,,,,,,YES,YES
1998,1,12,1,1013,933,1345,1317,HP,2082,N906AW,332,344,312,28,40,BOS,PHX,2300,5,15,0,,0,,,,,,YES,YES
1999,1,26,2,828,830,1647,1648,UA,30,N431UA,319,318,288,-1,-2,SFO,PHL,2521,3,28,0,,0,,,,,,NO,NO
2005,1,8,6,857,900,1014,1014,UA,577,N326UA,137,134,108,0,-3,MSP,DEN,680,15,14,0,,0,0,0,0,0,0,NO,NO
2008,1,3,4,655,655,746,755,WN,864,N640SW,171,180,159,-9,0,OMA,LAS,1099,3,9,0,,0,,,,,,NO,NO
1990,1,17,3,957,1000,1207,1204,US,41,,190,184,,3,-3,PIT,IAH,1117,,,0,,0,,,,,,YES,NO
1988,1,4,1,1411,1414,1505,1510,PS,1478,,54,56,,-5,-3,SAN,LAS,258,,,0,,0,,,,,,NO,NO
1989,1,10,2,1404,1350,1630,1627,UA,224,,86,97,,3,14,ORD,ABE,654,,,0,,0,,,,,,YES,YES
1995,1,11,3,1540,1541,1810,1812,US,888,N439US,150,151,135,-2,-1,PBI,PHL,951,5,10,0,,0,,,,,,NO,NO
1994,1,2,7,949,945,1117,1111,US,244,,88,86,,6,4,CLT,IND,428,,,0,,0,,,,,,YES,YES
1987,10,12,1,1859,1845,2021,2005,PS,1480,,82,80,,16,14,SFO,SAN,447,,,0,,0,,,,,,YES,YES
1991,1,16,3,,2145,,2307,US,127,,,82,,,,PIT,PVD,467,,,1,,0,,,,,,YES,YES
1987,10,14,3,1252,1250,1351,1340,PS,1509,,59,50,,11,2,LAS,SNA,226,,,0,,0,,,,,,YES,YES
1992,1,6,1,1646,1645,1847,1853,US,60,,121,128,,-6,1,MCO,BWI,787,,,0,,0,,,,,,NO,YES
2008,1,3,4,1716,1440,1854,1620,WN,123,N287WN,98,100,85,154,156,SAN,SFO,447,3,10,0,,0,0,0,137,0,17,YES,YES
1989,1,18,3,1202,1155,1321,1313,UA,224,,79,78,,8,7,OMA,ORD,416,,,0,,0,,,,,,YES,YES
1999,1,4,1,1756,1725,2011,1955,US,382,N230AU,135,150,114,16,31,TPA,PHL,920,6,15,0,,0,,,,,,YES,YES
1987,10,30,5,1939,1940,2036,2035,PS,1549,,57,55,,1,-1,LAS,LAX,236,,,0,,0,,,,,,YES,NO
1998,1,11,7,1931,1920,2202,2152,CO,1605,N46625,271,272,241,10,11,CLE,PHX,1737,8,22,0,,0,,,,,,YES,YES
1999,1,20,3,1252,1130,,1240,WN,577,N643,,70,,,82,ABQ,PHX,328,0,8,0,,1,,,,,,YES,YES
2002,1,4,5,1854,1855,1955,2001,US,799,N531Aä,121,126,100,-6,-1,CLT,STL,575,4,17,0,,0,,,,,,NO,NO
2007,1,2,2,1046,1035,1058,1050,WN,1073,N780,72,75,57,8,11,JAX,BHM,365,2,13,0,,0,0,0,0,0,0,YES,YES
1991,1,6,7,1647,1635,1755,1758,US,118,,68,83,,-3,12,CLT,BWI,361,,,0,,0,,,,,,NO,YES
1987,10,11,7,1832,1830,1939,1931,PS,1538,,67,61,,8,2,SFO,BUR,326,,,0,,0,,,,,,YES,YES
2000,1,25,2,755,755,1055,1050,WN,440,N756,240,235,225,5,0,BNA,PHX,1448,5,10,0,,0,,,,,,YES,NO
2002,1,24,4,1138,1140,1232,1221,US,729,N851äâ,114,101,98,11,-2,PIT,BNA,462,4,12,0,,0,,,,,,YES,NO
2005,1,2,7,1503,1451,1637,1640,UA,591,N514UA,154,169,135,-3,12,DEN,SEA,1024,6,13,0,,0,0,0,0,0,0,NO,YES
1994,1,7,5,1903,1825,2000,1907,US,245,,57,42,,53,38,CLE,PIT,105,,,0,,0,,,,,,YES,YES
